transaction_id,customer_id,transaction_date,amount,category
229,154,2025-06-17,1.0847267690549092,Clothing
230,153,2024-07-03,35.77814178382414,Home
231,12,2025-04-12,62.67142173591247,Clothing
232,133,2026-01-23,73.95658574292582,Electronics
233,482,2024-12-28,42.40372448901972,Electronics
234,304,2024-10-09,4.020344900488477,Clothing
235,293,2025-07-06,107.02906964852096,Electronics
236,463,2024-12-01,89.1194891621329,Home
237,300,2024-06-10,39.92163895391192,Clothing
238,228,2024-06-08,4.645901627051183,Home
239,271,2025-04-18,626.4336556772366,Home
240,43,2025-08-23,78.93040448638862,Home
241,432,2024-11-17,169.2725325792039,Electronics
242,343,2024-01-12,72.24638555482422,Electronics
243,326,2025-02-27,5.295581489799139,Clothing
244,302,2024-03-13,44.45822621063174,Clothing
245,498,2025-08-10,46.2989359198054,Home
246,364,2026-05-07,218.68076880167087,Electronics
247,379,2024-07-19,127.43776814638225,Electronics
248,427,2025-06-05,38.661212464947,Electronics
249,493,2026-05-13,-412.0710960962469,Clothing
250,21,2025-05-19,46.55189470104774,Electronics
251,407,2026-01-07,760.6863362948135,Home
252,107,2025-11-18,667.5894165915303,Home
253,336,2026-02-26,25.46599385980082,Home
254,303,2024-02-08,45.00530704943561,Electronics
255,117,2024-02-29,79.87416077928197,Home
256,124,2025-07-31,130.91325365094093,Home
257,399,2024-11-16,90.10521912002841,Clothing
258,281,2025-03-10,418.57336674466774,Clothing
259,292,2025-09-27,154.47781848240368,Electronics
260,203,2025-11-06,28.597692744555797,Electronics
261,51,2025-02-11,13.324867355968832,Electronics
262,271,2025-01-20,139.92469286323188,Electronics
263,324,2025-11-01,20.70152988489157,Electronics
264,277,2025-07-22,185.9574992274182,Clothing
265,141,2024-03-18,44.7080672963136,Clothing
266,470,2024-07-12,47.50216358210282,Clothing
267,275,2024-10-11,1.3028541808747514,Home
268,290,2025-06-10,144.88192666722802,Home
269,334,2025-06-07,14.425735365051334,Clothing
270,381,2025-09-04,177.8735171242471,Clothing
271,452,2024-06-04,81.24164066059662,Electronics
272,496,2024-12-05,184.05277808516414,Clothing
273,373,2024-05-04,105.22721350125765,Electronics
274,52,2026-05-20,10.323596838392522,Clothing
275,494,2024-10-06,174.11394308025854,Electronics
276,27,2025-09-13,8.682613012172183,Clothing
277,157,2026-04-25,78.17194652992336,Electronics
278,239,2026-05-18,22.699676372972164,Home
279,156,2025-10-19,167.48147652647677,Home
280,291,2025-12-28,291.0940897559322,Electronics
281,136,2025-11-04,96.92630933572505,Electronics
282,144,2024-05-07,89.87656121095777,Home
283,106,2024-11-09,-173.25210460107738,Clothing
284,420,2024-11-27,0.6110104777890963,Electronics
285,158,2024-05-29,299.7716366986596,Clothing
286,146,2025-03-29,26.395157602330592,Home
287,2,2024-02-05,497.11494451354923,Home
288,433,2025-11-15,159.93222754492365,Electronics
289,77,2025-02-23,178.59986047720227,Clothing
290,132,2024-01-22,128.12446259853536,Home
291,90,2024-07-24,76.5625544715742,Clothing
292,345,2025-09-30,101.73151034378844,Home
293,350,2026-04-27,5.701681094120106,Electronics
294,459,2024-12-21,117.36701444511978,Clothing
295,263,2025-03-15,118.05141849044644,Clothing
296,351,2025-12-29,266.19015283774814,Electronics
297,108,2024-04-05,84.54292450825993,Electronics
298,74,2024-06-12,9.633897001039141,Electronics
299,39,2024-05-27,43.86787974016398,Electronics
300,397,2025-06-13,127.92442933250798,Home
301,159,2024-10-20,32.81545683495288,Clothing
302,71,2024-07-13,39.50849060654245,Home
303,447,2025-10-24,206.08889701755473,Electronics
304,312,2025-04-24,105.3406680243057,Home
305,241,2026-05-26,85.24189839716412,Home
306,426,2024-05-02,46.006625850364415,Clothing
307,445,2025-02-03,157.53316928952688,Clothing
308,298,2025-11-29,40.713838627898035,Clothing
309,440,2025-03-27,160.30113455137442,Electronics
310,36,2025-10-22,8.72157808270096,Electronics
311,84,2024-04-13,-239.89065469714444,Clothing
312,452,2026-01-24,83.07365796032013,Home
313,374,2025-04-06,69.25893386360299,Clothing
314,263,2026-01-12,113.3083345304661,Electronics
315,310,2025-12-18,117.44125179388546,Home
316,385,2025-12-10,16.992490981675807,Electronics
317,172,2025-01-30,169.38538170472896,Clothing
318,376,2024-12-02,38.74378266235003,Clothing
319,173,2025-08-21,282.41726477953006,Home
320,362,2024-05-21,204.35140772026554,Clothing
321,47,2024-11-12,51.00657619494189,Electronics
322,379,2025-12-11,197.86835760998702,Electronics
323,141,2025-07-11,52.87957225969652,Electronics
324,375,2026-03-10,12.769686003110197,Home
325,406,2025-06-10,392.0678819547155,Electronics
326,118,2025-07-09,126.87410712508672,Clothing
327,277,2025-02-04,73.07868027457144,Home
328,214,2025-11-11,60.85456944665608,Electronics
329,220,2024-11-05,47.1127369831999,Electronics
330,393,2025-05-09,478.4587046240933,Clothing
331,26,2025-07-09,17.368036282419286,Clothing
332,9,2025-09-01,45.36622748271246,Home
333,271,2026-02-11,79.74661647483562,Electronics
334,10,2024-04-18,78.01041834676961,Electronics
335,472,2026-03-05,76.4951849246568,Clothing
336,378,2025-01-06,23.19869088644804,Home
337,121,2026-05-04,18.788987699718117,Clothing
338,125,2025-09-07,35.28709735126363,Clothing
339,170,2026-02-06,295.14538107069126,Home
340,72,2024-07-24,14.396401699838227,Electronics
341,152,2026-04-26,169.9733717064981,Electronics
342,208,2024-02-12,170.03437773984956,Electronics
343,49,2026-05-14,199.14282429710525,Home
344,154,2024-09-01,261.23645810701055,Home
345,347,2024-10-13,36.625977068090144,Home
346,293,2024-12-20,30.51887812467224,Home
347,68,2026-02-23,75.17209801456463,Home
348,50,2025-04-20,36.96073261906908,Clothing
349,152,2024-03-23,159.05100262697897,Electronics
350,19,2024-04-19,121.25225125901271,Home
351,100,2024-07-08,249.52116611417026,Electronics
352,60,2026-03-10,10.363495693259024,Home
353,167,2024-09-07,295.9301875006529,Electronics
354,202,2025-12-24,41.666141007917666,Clothing
355,345,2024-10-17,80.96483321975481,Electronics
356,146,2025-10-06,69.28103827879674,Electronics
357,403,2024-07-19,171.409889490045,Home
358,164,2026-03-07,65.43624144753606,Electronics
359,458,2024-11-21,344.93468573563916,Clothing
360,481,2025-05-25,279.3900570740643,Clothing
361,439,2025-02-12,246.83817696363883,Clothing
362,242,2025-08-29,8.87095858634637,Home
363,69,2026-02-28,231.11013193373276,Home
364,175,2026-04-16,182.59072131218423,Home
365,49,2025-05-22,13.112571331903492,Home
366,483,2025-12-31,13.63593312317619,Home
367,108,2025-08-23,12.798537164688053,Clothing
368,226,2024-03-12,1.3676755607425968,Electronics
369,161,2024-09-03,95.45728977794997,Clothing
370,119,2025-10-02,435.1955374262243,Home
371,149,2025-12-24,69.29670053049931,Clothing
372,465,2026-05-04,93.3812268125262,Electronics
373,150,2025-08-30,412.9291164468886,Home
374,432,2025-08-09,35.35388314849642,Clothing
375,293,2025-07-19,234.6294426007585,Clothing
376,143,2024-12-09,94.86222131307383,Electronics
377,419,2024-02-23,101.13040835688389,Home
378,476,2025-12-30,50.44031020301581,Home
379,455,2025-06-11,98.95054452091844,Electronics
380,160,2025-09-02,9.114654857013207,Electronics
381,11,2025-06-15,173.5985041924768,Electronics
382,138,2025-07-11,40.20433613660353,Electronics
383,457,2024-07-11,262.29185401039473,Home
384,78,2024-02-27,55.03556040317721,Home
385,77,2025-03-12,18.49345713654183,Clothing
386,441,2024-04-20,2856.811429045266,Clothing
387,254,2024-05-08,21.578215895747974,Clothing
388,409,2026-04-28,168.1351042018463,Home
389,258,2025-12-06,413.46395150136686,Home
390,320,2026-05-01,181.45168567477089,Home
391,291,2024-11-21,2.7246082448459714,Clothing
392,263,2024-01-08,109.92062913143842,Electronics
393,85,2024-01-29,142.65490462383383,Electronics
394,146,2024-04-21,209.4710094241328,Electronics
395,323,2025-11-03,6.915787049950248,Electronics
396,42,2024-05-10,78.49606204268711,Electronics
397,374,2024-07-06,91.98189206325998,Home
398,125,2025-11-05,22.23309015668882,Clothing
399,167,2025-12-09,46.712597683714876,Electronics
400,425,2025-04-19,69.6257416081117,Electronics
401,241,2024-12-29,214.92214464312684,Electronics
402,459,2024-07-22,318.0998770030917,Home
403,487,2024-07-30,118.79984496552677,Electronics
404,280,2025-09-12,60.29234681255475,Clothing
405,188,2024-10-02,35.16855101541784,Home
406,302,2024-03-13,482.99065337303665,Home
407,19,2025-11-09,489.08627817723294,Home
408,68,2026-02-10,310.7951826964882,Electronics
409,218,2024-08-30,3696.5626301372276,Electronics
410,102,2026-02-25,47.30377621441219,Electronics
411,42,2024-04-11,203.79261218493144,Electronics
412,288,2025-11-15,63.07069179682662,Clothing
413,167,2024-06-19,47.480742757887775,Home
414,109,2025-10-14,163.9156640586298,Electronics
415,494,2024-07-06,9.960661684995477,Clothing
416,36,2025-03-16,5.973781782675506,Home
417,232,2024-03-26,71.29480251657493,Home
418,229,2025-04-20,70.79265847303358,Home
419,353,2024-02-21,271.19383380692926,Electronics
420,164,2024-04-20,16.182010325707587,Home
421,387,2026-05-26,15.78865050578941,Electronics
422,73,2026-05-03,19.14317649050045,Clothing
423,136,2024-02-12,3.6224818642843575,Home
424,353,2024-07-29,8.932141480771136,Clothing
425,379,2024-07-18,129.4112387975393,Electronics
426,70,2026-03-20,67.78827755676018,Electronics
427,425,2026-05-07,173.06915612159193,Electronics
428,487,2026-01-21,588.7160431813176,Home
429,196,2025-09-18,129.11694131681716,Home
430,269,2024-01-26,6.212754891439069,Clothing
431,49,2024-10-25,13.25319128115082,Electronics
432,316,2024-03-17,255.43993351605354,Clothing
433,130,2024-05-16,89.96507389676336,Electronics
434,444,2024-01-20,209.04470639798947,Electronics
435,5,2025-03-15,233.06440574282976,Clothing
436,428,2024-07-29,315.18949064320293,Electronics
437,27,2026-01-21,7181.573290038104,Clothing
438,160,2025-07-04,97.1147525865378,Home
439,149,2025-03-10,50.04748264221973,Clothing
440,264,2026-02-18,391.9943386134487,Clothing
441,230,2024-07-25,95.13128395964922,Electronics
442,200,2025-03-14,7.969181054231471,Clothing
443,50,2026-02-17,123.52725393673568,Home
444,67,2025-10-27,106.31604639371676,Home
445,300,2024-02-11,271.36497044142845,Home
446,381,2025-02-14,127.07641135359654,Home
447,58,2025-06-06,51.51914029716229,Clothing
448,259,2026-03-16,406.5667058214578,Home
449,342,2025-09-01,194.1081965508103,Clothing
450,326,2025-03-02,119.44579309578253,Clothing
451,130,2024-10-01,41.59425892122196,Electronics
452,215,2025-03-23,56.12049917401495,Clothing
453,172,2026-01-11,133.02857874881838,Clothing
454,258,2025-01-03,8.96434519802417,Electronics
455,102,2024-08-07,35.59553238400075,Home
456,209,2025-07-30,150.1700569698161,Home
457,291,2026-05-16,78.4754476674302,Clothing
458,354,2024-08-19,61.77874522064325,Electronics
459,471,2024-11-23,19.708230170255945,Clothing
460,286,2025-03-18,69.97509667935175,Clothing
461,116,2024-02-21,176.72268881062138,Home
462,264,2025-01-10,36.78511371691326,Electronics
463,150,2024-09-19,0.6495800365561935,Clothing
464,300,2024-09-23,132.49707050816335,Home
465,442,2024-12-24,431.782044236566,Clothing
466,36,2024-11-12,112.02053405271687,Home
467,453,2024-11-19,15.329349453403248,Electronics
468,333,2025-10-27,46.408936719891926,Clothing
469,477,2026-05-19,242.66903945530274,Electronics
470,287,2026-05-27,31.76465994655427,Home
471,303,2025-10-13,112.28615802617752,Electronics
472,311,2025-07-16,61.834509269767885,Electronics
473,208,2025-09-20,27.95959022318266,Electronics
474,106,2025-02-24,201.45899211072208,Clothing
475,446,2024-02-15,3259.2549544556796,Home
476,158,2026-03-31,130.02003009227647,Electronics
477,121,2025-08-22,32.355378008529705,Clothing
478,55,2025-12-20,12.357868549302237,Home
479,400,2024-09-25,103.00772067165764,Home
480,12,2025-08-23,96.80570896853642,Home
481,145,2025-01-15,25.047504083043275,Electronics
482,400,2024-04-27,6.946857085516447,Electronics
483,396,2025-07-19,201.96471478372288,Electronics
484,136,2024-04-25,591.5583239098786,Home
485,468,2025-09-21,183.66627734699568,Home
486,3,2024-09-16,306.10630807591,Electronics
487,144,2024-03-15,26.037717816905847,Electronics
488,30,2025-04-24,387.98294530737667,Home
489,237,2024-10-31,18.469694143472267,Home
490,279,2024-01-07,85.3773386441544,Clothing
491,348,2024-12-31,212.42020206865428,Clothing
492,115,2025-09-25,51.657651639028806,Electronics
493,104,2025-06-06,66.37044953614884,Home
494,118,2024-12-13,16.461379207363258,Home
495,5,2025-03-13,15.739105701485057,Clothing
496,468,2024-08-02,115.97381048680188,Home
497,360,2025-03-04,135.0683396433152,Electronics
498,248,2026-03-01,180.2490857818539,Clothing
499,364,2025-05-12,97.61616628006541,Home
500,321,2025-06-23,124.53343578678317,Home
501,121,2026-01-16,1.6331354077493763,Electronics
502,286,2025-01-01,21.232911710814978,Home
503,149,2024-11-08,503.2846674616706,Clothing
504,84,2025-06-21,9.484341548211468,Clothing
505,454,2024-02-23,136.27855555797515,Home
506,406,2025-06-24,23.242204428816354,Home
507,466,2025-04-11,151.35773746114702,Home
508,456,2026-05-14,146.89714430277712,Home
509,231,2024-06-12,32.01996146261319,Clothing
510,288,2026-02-20,37.70520566667408,Electronics
511,161,2024-11-29,127.62557813322968,Clothing
512,272,2025-06-30,59.33248547322567,Home
513,460,2026-03-08,25.962195700621983,Home
514,38,2024-12-13,157.86881827585506,Clothing
515,500,2024-09-29,20.08923758757445,Clothing
516,226,2025-12-20,232.2564577830847,Home
517,142,2026-01-19,86.75102716564457,Clothing
518,292,2025-02-17,13.405759786060385,Home
519,481,2025-05-14,142.12879068732755,Clothing
520,151,2024-04-02,87.867243114072,Home
521,114,2025-11-15,42.46846673077651,Clothing
522,237,2024-03-19,65.89380357301309,Home
523,66,2025-09-13,42.51637283416544,Electronics
524,361,2024-08-04,36.62429312270201,Electronics
525,341,2024-12-23,21.43900553288328,Clothing
526,258,2025-09-09,54.0744146568798,Electronics
527,475,2025-05-21,34.679905750903714,Home
528,249,2025-07-12,138.0270080264434,Clothing
529,457,2024-06-29,138.19476982066897,Clothing
530,449,2025-07-29,83.6201346385367,Home
531,331,2024-09-02,180.57936624766987,Home
532,323,2024-08-31,220.91879520781805,Home
533,180,2025-05-20,104.03336022208681,Clothing
534,190,2025-02-25,115.7742890231859,Home
535,407,2024-11-15,39.90243952849835,Electronics
536,154,2024-03-27,270.30599958096593,Clothing
537,196,2024-08-04,2.940459113374177,Home
538,466,2025-05-04,51.43622125498159,Clothing
539,311,2025-06-02,153.52998177242452,Electronics
540,262,2024-10-04,10.017468815179342,Electronics
541,419,2026-04-28,24.27884466785404,Home
542,406,2025-12-22,106.78290094360521,Clothing
543,427,2024-06-17,98.51594029630762,Home
544,143,2024-11-25,161.15522183070226,Clothing
545,342,2025-10-11,200.94928270714942,Home
546,316,2025-03-16,16.51568763722659,Home
547,101,2025-01-25,2.2262423043990776,Clothing
548,244,2025-05-10,140.4021114255579,Clothing
549,490,2025-01-15,43.03982434283378,Electronics
550,12,2024-11-01,118.01477658935825,Electronics
551,239,2026-01-11,19.57917919996909,Clothing
552,49,2026-03-30,75.96824136411136,Electronics
553,42,2025-11-03,84.24432743976686,Electronics
554,166,2025-05-27,105.5597142799875,Clothing
555,82,2026-01-17,86.38083916329647,Clothing
556,429,2024-07-06,82.14787775073684,Clothing
557,291,2025-05-30,48.54800912819831,Home
558,158,2025-10-05,8.860868411705626,Clothing
559,216,2025-03-02,11.254027458573733,Clothing
560,490,2025-05-16,68.25234433913263,Clothing
561,158,2025-12-30,52.76824492433966,Electronics
562,462,2024-09-16,87.11387197376688,Clothing
563,134,2025-05-27,43.63327326380564,Electronics
564,67,2024-03-11,139.73567571273298,Home
565,336,2025-04-22,239.37219087633534,Clothing
566,7,2024-06-26,42.60626942495778,Clothing
567,436,2025-04-01,25.729415307392895,Electronics
568,14,2024-07-07,14.820300807426428,Home
569,73,2024-10-17,114.93294111731015,Clothing
570,399,2025-06-03,70.40736114342533,Home
571,405,2026-02-03,24.99291541930285,Home
572,163,2024-10-18,127.0589544911748,Clothing
573,66,2026-01-25,19.28832350729106,Home
574,347,2025-09-26,96.97329392578403,Home
575,130,2026-03-21,89.87683715160175,Clothing
576,419,2024-10-09,159.0138879063494,Electronics
577,466,2025-06-27,6.8023655184717065,Clothing
578,206,2026-04-25,262.5747016495356,Home
579,276,2025-01-11,145.679433897114,Clothing
580,466,2025-10-19,29.22083804722308,Electronics
581,256,2024-06-04,24.313493996501094,Home
582,266,2025-05-22,67.80429895012576,Home
583,25,2025-02-16,204.16357681842777,Electronics
584,450,2025-06-11,222.14292111737285,Electronics
585,281,2024-12-20,88.19037825069539,Home
586,253,2025-07-12,236.63058848033776,Electronics
587,310,2026-02-01,0.655029620397654,Clothing
588,289,2024-07-05,4.296979120447998,Electronics
589,164,2024-01-31,291.407180610904,Clothing
590,95,2024-09-16,179.17574519506292,Home
591,270,2025-02-24,-71.8945881278449,Home
592,321,2025-06-12,168.1008199415343,Home
593,110,2025-07-04,373.84859787545383,Home
594,336,2024-10-30,3549.1257017675293,Home
595,310,2024-02-08,221.70158712995783,Electronics
596,238,2025-05-03,3431.1527458145065,Electronics
597,381,2025-10-05,22.101190466368255,Home
